,timestamp,CPU (%),CPU system (%),memory (GB),threads,ops_sda,util_sda (%),available (MB),writeback (MB),cpu_intr,io (MB/s),load,pgpgio,processes,ram (GB),network_bandwidth,packet_loss_rate,disk_free_space,swap_usage,disk_read_speed,disk_write_speed,network_latency,network_errors,process_cpu_usage,process_memory_usage,firewall_packets_dropped,firewall_connections_blocked,active_users,root_partition_usage,user_partition_usage,system_uptime,docker_container_count,CPU_steal_time,CPU_guest_time,CPU_nice_time,TCP Connection Count,UDP Packet Count,Incoming HTTP Requests per Second,Outgoing HTTP Requests per Second,Incoming HTTPS Requests per Second,Outgoing HTTPS Requests per Second,Database Read Operations per Second,Database Write Operations per Second,Database Latency (ms),Network ICMP Echo Latency,Network ICMP Echo Loss Rate,Network TCP Retransmission Rate,Network UDP Loss Rate,Network TCP Connection Reset Rate,Network UDP Datagram Size,Network Port Utilization,Disk Write Operations per Second,Network Interface Throughput,CPU Utilization by Core,CPU Load Average,Disk I/O Utilization by Process,Memory Usage by Process,Network Interface Broadcast Packets,Network Interface Multicast Packets,TCP Connection Count by State,is_attack
io (MB/s),-0.0009274690955563551,0.3789185121693748,0.37143910435547867,0.2158440547163225,0.2224096066486733,0.16543217250889444,0.17173616020150873,-0.004527231882287532,0.2908990201097946,0.2240189025189222,1.0,0.5055793047894225,0.4635479288301409,0.38398579654651344,0.44263416308779563,0.27242458414889203,0.13797825522116203,0.060135538547779456,0.05467765724266814,0.14708551233867798,0.14987232293182795,0.17464564082626688,0.3405142938834808,0.2395563410181114,0.26169724143421597,0.05471244945207098,0.06332294830144919,0.05123363090442149,0.12552636373926954,0.11905596737658308,0.05649292165038364,0.04774894298074898,0.057621518446852704,0.05000730680689377,0.04874350736985159,0.18685000465893986,0.1748990488406905,0.22062626039357866,0.21478173158927052,0.16708646122394757,0.19858236113460914,0.266376906707988,0.26020890973978056,0.18395705557750566,0.17272717895643744,0.13851610527190208,0.046694810853032606,0.0778939774304592,0.09676953497900963,0.13096686623709858,0.18097620787904206,0.1448155915233344,0.1050452611362201,0.1324767998066826,0.10613441418834761,0.12264601080372213,0.18969380697052252,0.08509412288069661,0.05031436177986524,0.049680642159623846,0.6731032646535619
load,-0.0025058058656426295,0.4200944679423154,0.41319569753338736,0.23824806464690837,0.24671062855826367,0.18606498657392528,0.18860727238334885,-0.0027970857648478465,0.3302484940623662,0.2520528840111241,0.5055793047894225,1.0,0.5151291042906871,0.42530504820371323,0.4924312130215427,0.3047754721710238,0.15291972252725938,0.06286392998259317,0.06990989572480545,0.16076811253444337,0.16734879207713063,0.19298577891310556,0.3776571117224567,0.2707085841732444,0.2949561095584579,0.06386624861154251,0.07351517221943864,0.05574569700216017,0.13597332122098854,0.13464874596714718,0.06251495094648067,0.05196276013857637,0.06277916961942366,0.05631874831573324,0.052984445894636197,0.20375459930643797,0.1971691701051762,0.23986198608357706,0.2407445832680923,0.18169110820023274,0.21851049587504054,0.2941524451091562,0.2921323941003156,0.20365556292111167,0.1917569430184766,0.15043003473770827,0.05115907001003033,0.08882075641001419,0.11027628357469879,0.15045553997681896,0.203910699324459,0.16106991830801712,0.1127475699186768,0.15123219590322,0.11203330057447253,0.13205221289128363,0.21164827517764967,0.08851202807566572,0.05984756271322998,0.05438355796901934,0.7503409372142903
pgpgio,-0.001964890595590478,0.38598780104535224,0.3787561616651247,0.22256845243457268,0.22627650531862545,0.17080570203199857,0.1708614628179792,0.0011582814119576034,0.2987144555683441,0.23157257542189202,0.4635479288301409,0.5151291042906871,1.0,0.39365337463743555,0.45090425827203146,0.2799153167514757,0.13683657707914507,0.06043448702666696,0.05668620553646627,0.1520668397217156,0.15425664566721967,0.18004803161134508,0.3468066702281971,0.24828268214239815,0.26920145875273044,0.057091591831355405,0.06909694520718582,0.050389280018007764,0.12689191958568086,0.12567847714374006,0.05796248871745202,0.045676272544657184,0.05587357348995186,0.05067106800226154,0.04157513245065994,0.18066330521560287,0.17968126313524294,0.2215393526637253,0.22360285117776776,0.16719374374548607,0.20256188518392898,0.2777947994082507,0.266938317445522,0.19030989760540915,0.17078920307819806,0.1458080618150293,0.04633515093509059,0.07792576441974385,0.10286381307173428,0.13797368112289343,0.18719873340960455,0.14654955935516165,0.10422329476369897,0.1374437763786116,0.10888720748848472,0.12112638650267434,0.19335270070899913,0.0814634092637229,0.05552800486901581,0.05162403594975521,0.6889230531111427
processes,-0.0017858113600470677,0.31844329844679375,0.3099124722054377,0.18441950310347238,0.18374853817201178,0.1371646441174517,0.14358782588201796,-0.0020285279076748338,0.245858003592022,0.1863269484897236,0.38398579654651344,0.42530504820371323,0.39365337463743555,1.0,0.37533012195499504,0.2320233763036762,0.11698723167095926,0.05083257229751216,0.04863993105775946,0.12684411886447058,0.12456878097238182,0.15167920438848734,0.2856566647459197,0.20182857423406356,0.2201252161301339,0.047961122074503114,0.05275196412422962,0.04544398185655138,0.10548062070128829,0.1017223547743257,0.05093063276378121,0.03786402889346277,0.04837434769988445,0.0438376485140544,0.03951713196514446,0.15497550451847047,0.14967723381168707,0.18501246289238948,0.17911258998968632,0.1365558691129681,0.16415459858129366,0.2237972081720305,0.22242681417781618,0.15671109658117868,0.14380813614623292,0.11235446618865377,0.03755753242556624,0.06284734987592298,0.086738145068793,0.11994775696708557,0.1589716869729267,0.12828908311608309,0.08742122870469575,0.11541885090993735,0.08879154465950656,0.10031729958078976,0.16289643796790884,0.06996936836188572,0.043963271067912146,0.041743432543406636,0.5674401232071886
ram (GB),-0.002759129589379194,0.3740949825405369,0.3623264993456315,0.20967372367113946,0.21796021993800277,0.1614468899829492,0.16479538973281663,0.00043308422038662017,0.2895368157173178,0.2184980857745933,0.44263416308779563,0.4924312130215427,0.45090425827203146,0.37533012195499504,1.0,0.26950349818453717,0.13374720020542305,0.056086827734717314,0.06114036308158537,0.14317610068665218,0.14504566651145642,0.1698742365094636,0.3321891597286567,0.23023755410869814,0.2578519855855856,0.058846325745918415,0.06068031804739298,0.04822891749994808,0.11913252869410938,0.11665325102406551,0.05052003379817424,0.04331080241404234,0.050154692675332194,0.04819570177582759,0.04222774631666928,0.1694419712283291,0.16634198004209652,0.21367237049247365,0.2089257232977285,0.1587142545886167,0.1905420393266737,0.26640613294127113,0.2570662840685352,0.18065453032332093,0.16678053458433836,0.13657109184036012,0.04633395192605591,0.0764234864445881,0.09580260454981404,0.13277529532354143,0.17517350143919627,0.14451692718199538,0.10135490839279516,0.12899350249004413,0.10637587352274959,0.12103860253185098,0.18552466608343549,0.07476550725907169,0.05291082946598787,0.04584146147662683,0.6567587665081976
network_bandwidth,0.0016917294124548547,0.23034214413663703,0.22587257094765725,0.12773386236196524,0.1372047624690606,0.10009826181091229,0.10319485126547875,-0.0009934893681108976,0.1819381621344206,0.13576473570075565,0.27242458414889203,0.3047754721710238,0.2799153167514757,0.2320233763036762,0.26950349818453717,1.0,0.09677630017455276,0.039829317563475714,0.03028006922172335,0.05032931790992503,0.04297915764371288,0.04544423454266972,0.4102168764040227,0.2810457963884641,0.30353745835261786,0.025919871648027504,0.03374310569191094,0.024784273458716668,0.03495243634354626,0.0334045763535784,0.035135402797467435,0.023997203032086176,0.03259689171797414,0.028660342413054783,0.02120613880905707,0.16097140077228653,0.15773312695583708,0.08561266939106918,0.08653505998888204,0.029291628463961092,0.07052684856288573,0.20530014559802207,0.2141741858507606,0.08641964783574567,0.2116857836017394,0.09050078486602704,0.03491063558211049,0.049867679987978225,0.05051404013118342,0.037314220765892844,0.25975306381229435,0.08409407864900563,0.09447551424044144,0.15442154984382095,0.029581757523420266,0.03467930011929125,0.24321814186094048,0.037784843557483204,0.033770928984711304,0.029810598905962337,0.40851968075233486
packet_loss_rate,0.004673315988029221,0.11164410798088992,0.11391353478943568,0.0681028769041185,0.07088068733822805,0.052131396031214146,0.0487834979173336,-0.0007344210662336805,0.0900920706252905,0.06763053965329259,0.13797825522116203,0.15291972252725938,0.13683657707914507,0.11698723167095926,0.13374720020542305,0.09677630017455276,1.0,0.018946006327795032,0.015195872016548406,0.04508902658655226,0.04189702865145263,0.021695268613452164,0.03645808011548869,0.023189296429956277,0.024164904570646607,0.014999352534761383,0.008471026548152601,0.016697477451012566,0.019034464962194787,0.0251037332315192,0.02163362494099107,0.010664699520505574,0.015783463540022892,0.013779010099648367,0.01099586483609459,0.022144405304313514,0.025953596830934227,0.12141231415284193,0.12154210927380946,0.022913055191222515,0.08916612182861024,0.09058167373818551,0.07825109300247624,0.09026339279627088,0.0812151499130461,0.11594058436911832,0.011917917172395832,0.021725474554053357,0.031917444500525104,0.043021531204628115,0.029225476776265042,0.10042220780732296,0.10072418745204557,0.02731907437780204,0.018827167653327263,0.013375378394700536,0.023202838144216455,0.01989654153967523,0.021572409169086013,0.011190063607565819,0.20383712771798362
disk_free_space,0.0007367622768107946,0.05237353711834481,0.05082054910040417,0.031442689641905476,0.02746534432093875,0.017250190185032016,0.028942791217098102,-0.0020164496652074477,0.03976315840670628,0.02823539176503878,0.060135538547779456,0.06286392998259317,0.06043448702666696,0.05083257229751216,0.056086827734717314,0.039829317563475714,0.018946006327795032,1.0,0.008282585733526155,0.022736472695381323,0.026436097242984992,0.017204739263332963,0.04741881058484687,0.02769784664693505,0.0398462527291844,0.011008694253306452,0.007194033376190339,0.011269990187427774,0.023032400920872685,0.014990927143035305,0.006910984136156523,0.008509417319440061,0.009414045274704687,0.01070753913010976,0.006545580883954222,0.022537805629780618,0.026773988849535246,0.02879921801155842,0.031001178027079065,0.024791067845646296,0.03447354457381444,0.03640275032186486,0.028000845526512656,0.01920129377058826,0.023533938273152224,0.015371592726325064,0.0033275505287351974,0.009774823479816909,0.018354293146330553,0.019649511409289444,0.02228387025288056,0.020079375199160494,0.01958580357668633,0.023939962135220223,0.011908322493097805,0.010112194192577643,0.02497163438603273,0.012078630530363666,0.0069965202975215,0.007632891916423994,0.08828985710192963
swap_usage,0.0010310032849578067,0.04573957878703349,0.044382467922441375,0.02865402759985263,0.02503039658413244,0.02133296894596249,0.021714709917767618,-0.003341191062311475,0.03495502736293256,0.029014523112710636,0.05467765724266814,0.06990989572480545,0.05668620553646627,0.04863993105775946,0.06114036308158537,0.03028006922172335,0.015195872016548406,0.008282585733526155,1.0,0.022660829638511976,0.021844438897488855,0.022707151158723973,0.04434352649727239,0.027703605083784232,0.02945222256015116,0.005461470185576632,0.004570021914852262,0.001840026100672528,0.01575413249712432,0.017544233683527123,0.009237451044370421,0.005339784674027819,0.004770447534794663,0.009476714505596952,0.007388165963528547,0.02376758743402311,0.022292570917548243,0.037066697203943726,0.0247681931550357,0.027929738754004584,0.029425873967800276,0.030582470020515527,0.0319903833899236,0.02979769842830053,0.02448043993488676,0.017043806708705225,0.003685735849083996,0.0121415442607246,0.010244591429640104,0.02213892044133897,0.025249856034970087,0.014493633710815735,0.017957169255242475,0.017421885889913127,0.010036789508243717,0.018412564114597064,0.015662654163228994,0.010353456661922661,0.005802186461891376,0.0052237896667613045,0.08446884465350506
disk_read_speed,-0.0007565473849986237,0.12092786924130985,0.11495703523395652,0.06487783009357699,0.07381252527731567,0.061615836269067595,0.05306895420932405,-0.005973326851449449,0.09262665302762779,0.06932140072318226,0.14708551233867798,0.16076811253444337,0.1520668397217156,0.12684411886447058,0.14317610068665218,0.05032931790992503,0.04508902658655226,0.022736472695381323,0.022660829638511976,1.0,0.14100329710885753,0.023341332731577975,0.034202213920800986,0.03146457055801066,0.029632762131865963,0.015060120049779429,0.013269426046429953,0.011359395664877892,0.019496142959896923,0.021308516334353062,0.01589045110434951,0.013933009575998264,0.02091307843788819,0.01904635507100334,0.014541337326971488,0.11046236090494124,0.1121200213253168,0.15329484930407208,0.1455700069765136,0.11657835439581454,0.12126593768546584,0.033227069719508034,0.026302826774131316,0.026415414525261128,0.029169420477035846,0.04374154380984527,0.01723708192426815,0.016692572440167423,0.03643912626123724,0.04742028153567123,0.02874211188946587,0.09456055992036605,0.02348563483565909,0.018145898745307615,0.025558751639237768,0.018341579588786083,0.025144612235704206,0.023287938973965222,0.015547106517882527,0.014812470074111716,0.21614947553663935
disk_write_speed,-0.004082529868577013,0.12213814644207668,0.11860570782345907,0.07248383418574174,0.07457217804836874,0.05185169360283896,0.059310228959914175,0.0010812112275441928,0.09483485428587356,0.07353310456903898,0.14987232293182795,0.16734879207713063,0.15425664566721967,0.12456878097238182,0.14504566651145642,0.04297915764371288,0.04189702865145263,0.026436097242984992,0.021844438897488855,0.14100329710885753,1.0,0.023477588883425875,0.03611681411126066,0.033532726088745406,0.02884336699773279,0.009266759931064286,0.015772173874091813,0.009951967910825959,0.021666124512649484,0.020944271099062464,0.014672132671838535,0.017222266733134466,0.019544610626352227,0.014261331694113026,0.01574453258454256,0.1087003117911312,0.1128817070897662,0.15786044888874848,0.1509129236571931,0.1180831181213525,0.12175055962884197,0.033358051113674646,0.03254800875896788,0.02553876563501209,0.023836868038935453,0.03798670568160698,0.023654443624092653,0.020549743090556592,0.04598922429770627,0.04708913348275184,0.023747585833913017,0.09864969905628104,0.018567639955919174,0.02056570498950568,0.01803684176700399,0.022084725401956235,0.02855223656625169,0.013303721115081279,0.01721323476831502,0.01872617151664316,0.22144560994190454
network_latency,-0.0022136912764746963,0.14246986161978953,0.1440746229971886,0.08527949301446892,0.08368863591683066,0.061995179215954876,0.061529923259854694,0.004117271728415869,0.11223709049959218,0.08485618199164802,0.17464564082626688,0.19298577891310556,0.18004803161134508,0.15167920438848734,0.1698742365094636,0.04544423454266972,0.021695268613452164,0.017204739263332963,0.022707151158723973,0.023341332731577975,0.023477588883425875,1.0,0.09670083606549013,0.05363314007794973,0.06271990825998414,0.023560356957037076,0.02335681463577042,0.02279885297095989,0.023684383174587945,0.021911772917525676,0.019129127933696175,0.01416225991906791,0.019551563418229004,0.028478024164912737,0.02048270542362628,0.028693258170238763,0.026992107233399107,0.06190021178500989,0.055215698795490695,0.10302762525395501,0.09403400792293624,0.05429841758879298,0.056196817100687364,0.020734379868984392,0.03278637354848966,0.04187233120427355,0.015931851117944974,0.01677696946418542,0.02506013845220718,0.10406838266998442,0.02467404731924635,0.02784916354974647,0.01518530013702152,0.04455597397734547,0.021103088061273055,0.04553845424683836,0.056297078536393735,0.022509064286439437,0.01945359191749792,0.017456705980095695,0.25657465435488935
network_errors,-0.003970674995873768,0.28417759680367916,0.27973138173937545,0.16282215794858543,0.16654825871707404,0.13014080144168555,0.1296918650805935,2.370096953875723e-05,0.22094624614296937,0.16676584115316734,0.3405142938834808,0.3776571117224567,0.3468066702281971,0.2856566647459197,0.3321891597286567,0.4102168764040227,0.03645808011548869,0.04741881058484687,0.04434352649727239,0.034202213920800986,0.03611681411126066,0.09670083606549013,1.0,0.4104336237366707,0.44632449966861043,0.04550555691253736,0.056091129902312215,0.03603333382012205,0.037902889725546555,0.03892012112860952,0.0412177621852195,0.030060532621333614,0.03786065319496514,0.039488190767865125,0.03232162538840403,0.22235580141839245,0.22252711272202413,0.019390907652305212,0.0242076362493283,0.08198053100451512,0.0745730880989943,0.25949286178401904,0.24093809935909222,0.04404743598638232,0.22989011721654243,0.03311309143953202,0.03261102863849036,0.06343346689323641,0.05911614877107378,0.0938865750495237,0.3856360609837794,0.030042261819164424,0.03483617829600889,0.22926232300073027,0.03662308877939949,0.03793764231005445,0.35666282207782296,0.06375025763919177,0.03917746435191099,0.04219941663607327,0.5046344459988273
